,date,provinceNo,PM25,O3,CO,cluster
3021,15/1/2022,26,29.95652174,90,400,1
3022,15/1/2022,27,27.58333333,84,400,1
3023,15/1/2022,29,40.20833333,112,530,0
3024,15/1/2022,33,36.25,117,480,0
3025,15/1/2022,34,27.08333333,270,1080,2
3026,15/1/2022,35,38.04166667,238,880,2
3027,15/1/2022,36,31.45833333,133,490,0
3028,15/1/2022,37,31.375,133,660,0
3029,15/1/2022,38,36.04166667,149,650,0
3030,15/1/2022,39,25.95833333,80,360,1
3031,15/1/2022,40,42.45833333,147,450,0
3032,15/1/2022,41,33.17361111,145,450,0
3033,15/1/2022,43,31.52083333,99,440,0
3034,15/1/2022,44,37.875,165,560,0
3035,15/1/2022,45,37.08333333,144,720,0
3036,15/1/2022,47,47.60416667,77,410,0
3037,15/1/2022,49,37.79166667,131,510,0
3038,15/1/2022,52,29.5625,65,360,1
3039,15/1/2022,53,34.83333333,100,420,0
3040,15/1/2022,54,26.30344828,86,320,1
3041,15/1/2022,56,42.16666667,187,670,2
3042,15/1/2022,57,46.57446809,101,510,0
3043,15/1/2022,63,11,71,230,1
3044,15/1/2022,64,22.375,88,300,1
3045,15/1/2022,69,16,80,280,1
3046,15/1/2022,71,11.41666667,73,260,1
3047,15/1/2022,72,15.625,82,260,1
3048,15/1/2022,73,20,80,300,1
3049,15/1/2022,74,16.70833333,85,320,1
3050,15/1/2022,75,33.1625,208,770,2
3051,15/1/2022,76,29.83333333,91,410,1
3052,22/1/2022,0,21.10416667,57,450,2
3053,22/1/2022,1,15.625,70,550,2
3054,22/1/2022,2,21.54166667,81,570,2
3055,22/1/2022,3,21.75,68,480,2
3056,22/1/2022,4,28.5,73,610,0
3057,22/1/2022,5,14.41666667,50,260,2
3058,22/1/2022,6,19.02439024,127,520,0
3059,22/1/2022,7,17.58333333,58,450,2
3060,22/1/2022,9,39.54166667,112,630,0
3061,22/1/2022,10,49.04347826,82,670,0
3062,22/1/2022,11,30.375,93,590,0
3063,22/1/2022,12,48.41666667,65,440,0
3064,22/1/2022,13,36.70833333,85,620,0
3065,22/1/2022,15,34.875,105,600,0
3066,22/1/2022,19,38.16666667,110,620,0
3067,22/1/2022,20,35.29166667,61,610,0
3068,22/1/2022,21,30.08333333,77,470,0
3069,22/1/2022,24,54.04166667,68,550,0
3070,22/1/2022,26,29.28,85,620,0
3071,22/1/2022,27,40.54166667,90,430,0
3072,22/1/2022,29,27.16666667,73,740,0
3073,22/1/2022,31,25.20833333,76,420,2
3074,22/1/2022,33,19.79166667,92,790,0
3075,22/1/2022,34,13.85416667,72,1840,1
3076,22/1/2022,35,21.75,74,2620,1
3077,22/1/2022,36,19.08333333,40,2660,1
3078,22/1/2022,37,20.625,109,750,0
3079,22/1/2022,38,26.70833333,104,710,0
3080,22/1/2022,39,26.95833333,76,710,0
3081,22/1/2022,40,25,163,1300,0
3082,22/1/2022,41,15.59027778,72,330,2
3083,22/1/2022,43,13.25,74,440,2
3084,22/1/2022,44,22.58333333,139,990,0
3085,22/1/2022,45,22.625,90,750,0
3086,22/1/2022,47,33.58333333,88,1070,0
3087,22/1/2022,49,22.04166667,102,890,0
3088,22/1/2022,52,20.29166667,68,340,2
3089,22/1/2022,53,41.29166667,75,350,0
3090,22/1/2022,54,15.78472222,101,270,2
3091,22/1/2022,56,17.5,81,560,2
3092,22/1/2022,57,21.4375,54,580,2
3093,22/1/2022,63,10,49,220,2
3094,22/1/2022,64,12.45833333,60,230,2
3095,22/1/2022,69,13.54166667,60,220,2
3096,22/1/2022,71,10.29166667,55,240,2
3097,22/1/2022,72,13.95833333,65,230,2
3098,22/1/2022,73,15.83333333,58,250,2
3099,22/1/2022,74,14.68518519,60,230,2
3100,22/1/2022,75,17.22522523,85,1010,2
3101,22/1/2022,76,15.66666667,83,320,2
